"episodes_episode_description","episodes_scenes_characters_married_to","episodes_scenes_characters_sex_type","episodes_episode_air_date","episodes_scenes_characters_title","episodes_scenes_characters_married_type","episodes_scenes_characters_name","episodes_season_num","episodes_scenes_characters_weapon_action","episodes_episode_num","episodes_scenes_alt_location","episodes_opening_sequence_locations","episodes_scenes_scene_start","episodes_scenes_characters_sex_with","episodes_scenes_sub_location","episodes_scenes_characters_married_when","episodes_scenes_characters_manner_of_death","episodes_scenes_characters_killed_by","episodes_episode_title","episodes_scenes_characters_weapon_name","episodes_scenes_characters_sex_when","episodes_scenes_location","episodes_episode_link","episodes_scenes_scene_end"
NULL,NULL,NULL,NULL,NULL,NULL,"Eddard Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Catelyn Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Maester Luwin",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Khal Drogo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Daenerys Targaryen",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Viserys Targaryen",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Illyrio Mopatis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Qotho",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Jorah Mormont",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Drogon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Rhaegal",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Viserion",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Khal Drogo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Daenerys Targaryen",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Tyrion Lannister",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Sandor Clegane",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Theon Greyjoy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Eddard Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Benjen Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Robb Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Robert Baratheon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Bran Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Summer",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Bran Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Summer",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Jaime Lannister",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Cersei Lannister",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"While Bran recovers from his fall\, Ned takes only his daughters to King's Landing. Jon Snow goes with his uncle Benjen to The Wall. Tyrion joins them.",NULL,"rape","2011-04-24","Khaleesi",NULL,"Jorah Mormont",1,"has",2,NULL,"King's Landing","0:02:22","Daenerys Targaryen","Winterfell",NULL,"Mauling","Summer","The Kingsroad","Lion's Tooth","present","The Dothraki Sea","/title/tt1668746/","0:05:28"
NULL,NULL,"rape",NULL,"Khal",NULL,"Daenerys Targaryen",NULL,"receives",NULL,NULL,"Winterfell","0:05:28","Khal Drogo","Winterfell",NULL,"Horse","Sandor Clegane",NULL,"Needle","present","The North",NULL,"0:07:05"
NULL,NULL,"love",NULL,"King",NULL,"Khal Drogo",NULL,"gives",NULL,NULL,"The Wall","0:07:05","Daenerys Targaryen","Winterfell",NULL,"Stab","Eddard Stark",NULL,"Needle","present","The North",NULL,"0:09:18"
NULL,NULL,"love",NULL,"Khal",NULL,"Viserys Targaryen",NULL,"has",NULL,NULL,"Vaes Dothrak","0:09:18","Khal Drogo","Winterfell",NULL,NULL,NULL,NULL,"Valyrian Steel Dagger","present","The North",NULL,"0:11:44"
NULL,NULL,NULL,NULL,"Khaleesi",NULL,"Doreah",NULL,"has",NULL,NULL,NULL,"0:11:44",NULL,"Winterfell",NULL,NULL,NULL,NULL,"Valyrian Steel Dagger",NULL,"The North",NULL,"0:13:26"
NULL,NULL,NULL,NULL,"Khaleesi",NULL,"Irri",NULL,"has",NULL,NULL,NULL,"0:13:26",NULL,"Winterfell",NULL,NULL,NULL,NULL,"Lion's Tooth",NULL,"The North",NULL,"0:15:43"
NULL,NULL,NULL,NULL,"Khaleesi",NULL,"Jhiqui",NULL,"loses",NULL,NULL,NULL,"0:15:43",NULL,"Winterfell",NULL,NULL,NULL,NULL,"Lion's Tooth",NULL,"The North",NULL,"0:19:22"
NULL,NULL,NULL,NULL,"Khal",NULL,"Tyrion Lannister",NULL,NULL,NULL,NULL,NULL,"0:19:22",NULL,"Winterfell",NULL,NULL,NULL,NULL,NULL,NULL,"The North",NULL,"0:20:07"
NULL,NULL,NULL,NULL,"Khaleesi",NULL,"Joffrey Baratheon",NULL,NULL,NULL,NULL,NULL,"0:20:07",NULL,"The Kingsroad South to King's Landing",NULL,NULL,NULL,NULL,NULL,NULL,"The North",NULL,"0:21:51"
NULL,NULL,NULL,NULL,"King",NULL,"Sandor Clegane",NULL,NULL,NULL,NULL,NULL,"0:21:51",NULL,"Dothraki Camp",NULL,NULL,NULL,NULL,NULL,NULL,"The North",NULL,"0:25:10"
NULL,NULL,NULL,NULL,NULL,NULL,"Tyrion Lannister",NULL,NULL,NULL,NULL,NULL,"0:25:10",NULL,"North to the Wall",NULL,NULL,NULL,NULL,NULL,NULL,"The Dothraki Sea",NULL,"0:25:56"
NULL,NULL,NULL,NULL,NULL,NULL,"Jaime Lannister",NULL,NULL,NULL,NULL,NULL,"0:25:56",NULL,"Winterfell",NULL,NULL,NULL,NULL,NULL,NULL,"The North",NULL,"0:29:16"
NULL,NULL,NULL,NULL,NULL,NULL,"Cersei Lannister",NULL,NULL,NULL,NULL,NULL,"0:29:16",NULL,"Dothraki Camp",NULL,NULL,NULL,NULL,NULL,NULL,"The North",NULL,"0:32:28"
NULL,NULL,NULL,NULL,NULL,NULL,"Tommen Baratheon",NULL,NULL,NULL,NULL,NULL,"0:32:28",NULL,"The Gift",NULL,NULL,NULL,NULL,NULL,NULL,"The Dothraki Sea",NULL,"0:34:21"
NULL,NULL,NULL,NULL,NULL,NULL,"Myrcella Baratheon",NULL,NULL,NULL,NULL,NULL,"0:34:21",NULL,"Winterfell",NULL,NULL,NULL,NULL,NULL,NULL,"The Wall",NULL,"0:34:53"
NULL,NULL,NULL,NULL,NULL,NULL,"Catelyn Stark",NULL,NULL,NULL,NULL,NULL,"0:34:53",NULL,"Winterfell",NULL,NULL,NULL,NULL,NULL,NULL,"The North",NULL,"0:36:12"
NULL,NULL,NULL,NULL,NULL,NULL,"Bran Stark",NULL,NULL,NULL,NULL,NULL,"0:36:12",NULL,"Winterfell",NULL,NULL,NULL,NULL,NULL,NULL,"The North",NULL,"0:38:01"
NULL,NULL,NULL,NULL,NULL,NULL,"Cersei Lannister",NULL,NULL,NULL,NULL,NULL,"0:38:01",NULL,"Dothraki Camp",NULL,NULL,NULL,NULL,NULL,NULL,"The North",NULL,"0:38:54"
NULL,NULL,NULL,NULL,NULL,NULL,"Jon Snow",NULL,NULL,NULL,NULL,NULL,"0:38:54",NULL,"Dothraki Camp",NULL,NULL,NULL,NULL,NULL,NULL,"The Dothraki Sea",NULL,"0:40:37"
NULL,NULL,NULL,NULL,NULL,NULL,"Jaime Lannister",NULL,NULL,NULL,NULL,NULL,"0:40:37",NULL,"Crossroads Inn",NULL,NULL,NULL,NULL,NULL,NULL,"The Dothraki Sea",NULL,"0:42:47"
NULL,NULL,NULL,NULL,NULL,NULL,"Arya Stark",NULL,NULL,NULL,NULL,NULL,"0:42:47",NULL,"Crossroads Inn",NULL,NULL,NULL,NULL,NULL,NULL,"The Riverlands",NULL,"0:44:38"
NULL,NULL,NULL,NULL,NULL,NULL,"Nymeria",NULL,NULL,NULL,NULL,NULL,"0:44:38",NULL,"Crossroads Inn",NULL,NULL,NULL,NULL,NULL,NULL,"The Riverlands",NULL,"0:47:21"
NULL,NULL,NULL,NULL,NULL,NULL,"Jon Snow",NULL,NULL,NULL,NULL,NULL,"0:47:21",NULL,"Crossroads Inn",NULL,NULL,NULL,NULL,NULL,NULL,"The Riverlands",NULL,"0:48:12"
NULL,NULL,NULL,NULL,NULL,NULL,"Catelyn Stark",NULL,NULL,NULL,NULL,NULL,"0:48:12",NULL,"Crossroads Inn",NULL,NULL,NULL,NULL,NULL,NULL,"The Riverlands",NULL,"0:48:50"
NULL,NULL,NULL,NULL,NULL,NULL,"Jon Snow",NULL,NULL,NULL,NULL,NULL,"0:48:50",NULL,"Crossroads Inn",NULL,NULL,NULL,NULL,NULL,NULL,"The Riverlands",NULL,"0:52:59"
NULL,NULL,NULL,NULL,NULL,NULL,"Bran Stark",NULL,NULL,NULL,NULL,NULL,"0:52:59",NULL,"Winterfell",NULL,NULL,NULL,NULL,NULL,NULL,"The Riverlands",NULL,"0:53:30"
NULL,NULL,NULL,NULL,NULL,NULL,"Eddard Stark",NULL,NULL,NULL,NULL,NULL,"0:53:30",NULL,"Crossroads Inn",NULL,NULL,NULL,NULL,NULL,NULL,"The North",NULL,"0:53:41"
NULL,NULL,NULL,NULL,NULL,NULL,"Jon Snow",NULL,NULL,NULL,NULL,NULL,"0:53:41",NULL,"Winterfell",NULL,NULL,NULL,NULL,NULL,NULL,"The Riverlands",NULL,"0:54:09"
NULL,NULL,NULL,NULL,NULL,NULL,"Robb Stark",NULL,NULL,NULL,NULL,NULL,"0:54:09",NULL,"Crossroads Inn",NULL,NULL,NULL,NULL,NULL,NULL,"The North",NULL,"0:54:25"
NULL,NULL,NULL,NULL,NULL,NULL,"Tyrion Lannister",NULL,NULL,NULL,NULL,NULL,"0:54:25",NULL,"Winterfell",NULL,NULL,NULL,NULL,NULL,NULL,"The Riverlands",NULL,"0:54:35"
NULL,NULL,NULL,NULL,NULL,NULL,"Benjen Stark",NULL,NULL,NULL,NULL,NULL,"0:54:35",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"The North",NULL,"0:54:44"
NULL,NULL,NULL,NULL,NULL,NULL,"Eddard Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Jon Snow",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Robert Baratheon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Eddard Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Khal Drogo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Daenerys Targaryen",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Drogon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Rhaegal",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Viserion",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Jon Snow",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Ghost",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Benjen Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Tyrion Lannister",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Rast",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Catelyn Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Bran Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Maester Luwin",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Robb Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Catspaw Assassin",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Summer",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Daenerys Targaryen",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Doreah",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Irri",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Jhiqui",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Drogon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Rhaegal",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Viserion",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Benjen Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Jon Snow",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Tyrion Lannister",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Catelyn Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Catelyn Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Robb Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Maester Luwin",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Rodrik Cassel",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Theon Greyjoy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Catelyn Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Bran Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Daenerys Targaryen",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Doreah",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Drogon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Rhaegal",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Viserion",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Khal Drogo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Daenerys Targaryen",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Sansa Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Lady",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Joffrey Baratheon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Sandor Clegane",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Ilyn Payne",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Arya Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Mycah",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Joffrey Baratheon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Sansa Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Nymeria",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Arya Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Nymeria",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Eddard Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Jory Cassel",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Eddard Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Arya Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Joffrey Baratheon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Cersei Lannister",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Robert Baratheon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Ilyn Payne",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Sansa Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Jory Cassel",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Sandor Clegane",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Mycah",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Eddard Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,"Bran Stark",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
